,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
166,203210,JaMychal,Green,JaMychal Green,"Green, JaMychal",J. Green,jamychal-green,1990-06-21T00:00:00,Alabama,USA,Alabama/USA,6-8,227,7,0,Forward-Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,jamychal_green,2014,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
167,1630224,Jalen,Green,Jalen Green,"Green, Jalen",J. Green,jalen-green,2002-02-09T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-4,186,0,0,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jalen_green,2021,2021,Y,Y,Y,2021,1,2,N
168,1629750,Javonte,Green,Javonte Green,"Green, Javonte",J. Green,javonte-green,1993-07-23T00:00:00,Radford,USA,Radford/USA,6-5,205,2,24,Guard-Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,javonte_green,2019,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,N
169,201145,Jeff,Green,Jeff Green,"Green, Jeff",J. Green,jeff-green,1986-08-28T00:00:00,Georgetown,USA,Georgetown/USA,6-8,235,13,32,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,jeff_green,2007,2021,N,Y,Y,2007,1,5,N
170,1630182,Josh,Green,Josh Green,"Green, Josh",J. Green,josh-green,2000-11-16T00:00:00,Arizona,Australia,Arizona/Australia,6-5,200,1,8,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,josh_green,2020,2021,Y,Y,Y,2020,1,18,N
171,201933,Blake,Griffin,Blake Griffin,"Griffin, Blake",B. Griffin,blake-griffin,1989-03-16T00:00:00,Oklahoma,USA,Oklahoma/USA,6-9,250,11,2,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,blake_griffin,2009,2021,N,Y,Y,2009,1,1,N
172,1629656,Quentin,Grimes,Quentin Grimes,"Grimes, Quentin",Q. Grimes,quentin-grimes,2000-05-08T00:00:00,Houston,USA,Houston/USA,6-4,210,0,6,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,quentin_grimes,2021,2021,N,Y,Y,2021,1,25,N
173,1629060,Rui,Hachimura,Rui Hachimura,"Hachimura, Rui",R. Hachimura,rui-hachimura,1998-02-08T00:00:00,Gonzaga,Japan,Gonzaga/Japan,6-8,230,2,8,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,rui_hachimura,2019,2021,N,Y,Y,2019,1,9,N
174,1630169,Tyrese,Haliburton,Tyrese Haliburton,"Haliburton, Tyrese",T. Haliburton,tyrese-haliburton,2000-02-29T00:00:00,Iowa State,USA,Iowa State/USA,6-5,185,1,0,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,tyrese_haliburton,2020,2021,N,Y,Y,2020,1,12,N
175,1630181,R.J.,Hampton,R.J. Hampton,"Hampton, R.J.",R. Hampton,rj-hampton,2001-02-07T00:00:00,New Zealand Breakers,USA,New Zealand Breakers/USA,6-4,175,1,13,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,rj_hampton,2020,2021,N,Y,Y,2020,1,24,N
176,203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,"Hardaway Jr., Tim",T. Hardaway Jr.,tim-hardaway-jr,1992-03-16T00:00:00,Michigan,USA,Michigan/USA,6-5,205,8,11,Guard-Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,tim_hardaway_jr,2013,2021,Y,Y,Y,2013,1,24,N
177,201935,James,Harden,James Harden,"Harden, James",J. Harden,james-harden,1989-08-26T00:00:00,Arizona State,USA,Arizona State/USA,6-5,220,12,1,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,james_harden,2009,2021,N,Y,Y,2009,1,3,Y
178,203090,Maurice,Harkless,Maurice Harkless,"Harkless, Maurice",M. Harkless,maurice-harkless,1993-05-11T00:00:00,St. John's,USA,St. John's/USA,6-7,220,9,8,Forward-Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,maurice_harkless,2012,2021,N,Y,Y,2012,1,15,N
179,1629607,Jared,Harper,Jared Harper,"Harper, Jared",J. Harper,jared-harper,1997-09-14T00:00:00,Auburn,USA,Auburn/USA,5-10,175,2,2,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,jared_harper,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
180,1626149,Montrezl,Harrell,Montrezl Harrell,"Harrell, Montrezl",M. Harrell,montrezl-harrell,1994-01-26T00:00:00,Louisville,USA,Louisville/USA,6-7,240,6,8,Forward-Center,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,montrezl_harrell,2015,2021,Y,Y,Y,2015,2,32,N
181,203914,Gary,Harris,Gary Harris,"Harris, Gary",G. Harris,gary-harris,1994-09-14T00:00:00,Michigan State,USA,Michigan State/USA,6-4,210,7,14,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,gary_harris,2014,2021,N,Y,Y,2014,1,19,N
182,203925,Joe,Harris,Joe Harris,"Harris, Joe",J. Harris,joe-harris,1991-09-06T00:00:00,Virginia,USA,Virginia/USA,6-6,220,7,12,Guard-Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,joe_harris,2014,2021,Y,Y,Y,2014,2,33,N
183,202699,Tobias,Harris,Tobias Harris,"Harris, Tobias",T. Harris,tobias-harris,1992-07-15T00:00:00,Tennessee,USA,Tennessee/USA,6-7,226,10,12,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,tobias_harris,2011,2021,N,Y,Y,2011,1,19,N
184,1628404,Josh,Hart,Josh Hart,"Hart, Josh",J. Hart,josh-hart,1995-03-06T00:00:00,Villanova,USA,Villanova/USA,6-5,215,4,11,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,josh_hart,2017,2021,Y,Y,Y,2017,1,30,N
185,1628392,Isaiah,Hartenstein,Isaiah Hartenstein,"Hartenstein, Isaiah",I. Hartenstein,isaiah-hartenstein,1998-05-05T00:00:00,Zalgiris,Germany,Zalgiris/Germany,7-0,250,3,55,Center-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,isaiah_hartenstein,2018,2021,Y,Y,Y,2017,2,43,N
186,2617,Udonis,Haslem,Udonis Haslem,"Haslem, Udonis",U. Haslem,udonis-haslem,1980-06-09T00:00:00,Florida,USA,Florida/USA,6-8,235,18,40,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,udonis_haslem,2003,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,N
187,1630573,Sam,Hauser,Sam Hauser,"Hauser, Sam",S. Hauser,sam-hauser,1997-12-08T00:00:00,Virginia,USA,Virginia/USA,6-7,217,0,30,Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,sam_hauser,2021,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
188,1629637,Jaxson,Hayes,Jaxson Hayes,"Hayes, Jaxson",J. Hayes,jaxson-hayes,2000-05-23T00:00:00,Texas-Austin,USA,Texas-Austin/USA,6-11,220,2,10,Center-Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,jaxson_hayes,2019,2021,Y,Y,Y,2019,1,8,N
189,1630165,Killian,Hayes,Killian Hayes,"Hayes, Killian",K. Hayes,killian-hayes,2001-07-27T00:00:00,Ratiopharm Ulm,France,Ratiopharm Ulm/France,6-5,195,1,7,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,killian_hayes,2020,2021,N,Y,Y,2020,1,7,N
190,202330,Gordon,Hayward,Gordon Hayward,"Hayward, Gordon",G. Hayward,gordon-hayward,1990-03-23T00:00:00,Butler,USA,Butler/USA,6-7,225,11,20,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,gordon_hayward,2010,2021,N,Y,Y,2010,1,9,N
191,1627823,Juancho,Hernangomez,Juancho Hernangomez,"Hernangomez, Juancho",J. Hernangomez,juancho-hernangomez,1995-09-28T00:00:00,Estudiantes,Spain,Estudiantes/Spain,6-9,214,5,41,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,juan_hernangomez,2016,2021,Y,Y,Y,2016,1,15,N
192,1626195,Willy,Hernangomez,Willy Hernangomez,"Hernangomez, Willy",W. Hernangomez,willy-hernangomez,1994-05-27T00:00:00,Cajasol Sevilla,Spain,Cajasol Sevilla/Spain,6-11,250,5,9,Center-Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,willy_hernangomez,2016,2021,N,Y,Y,2015,2,35,N
193,1629639,Tyler,Herro,Tyler Herro,"Herro, Tyler",T. Herro,tyler-herro,2000-01-20T00:00:00,Kentucky,USA,Kentucky/USA,6-5,195,2,14,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,tyler_herro,2019,2021,N,Y,Y,2019,1,13,N
194,1627741,Buddy,Hield,Buddy Hield,"Hield, Buddy",B. Hield,buddy-hield,1992-12-17T00:00:00,Oklahoma,Bahamas,Oklahoma/Bahamas,6-4,220,5,24,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,buddy_hield,2016,2021,N,Y,Y,2016,1,6,N
195,1629312,Haywood,Highsmith,Haywood Highsmith,"Highsmith, Haywood",H. Highsmith,haywood-highsmith,1996-12-09T00:00:00,Wheeling Jesuit,USA,Wheeling Jesuit/USA,6-4,220,1,24,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,haywood_highsmith,2018,2021,Y,Y,Y,2018,,,N
196,201588,George,Hill,George Hill,"Hill, George",G. Hill,george-hill,1986-05-04T00:00:00,Indiana-Purdue Indianapolis,USA,Indiana-Purdue Indianapolis/USA,6-4,188,13,3,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,george_hill,2008,2021,N,Y,Y,2008,1,26,N
197,1630792,Malcolm,Hill,Malcolm Hill,"Hill, Malcolm",M. Hill,malcolm-hill,1995-10-26T00:00:00,Illinois,USA,Illinois/USA,6-6,220,0,14,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,malcolm_hill,2021,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
198,1630207,Nate,Hinton,Nate Hinton,"Hinton, Nate",N. Hinton,nate-hinton,1999-06-08T00:00:00,Houston,USA,Houston/USA,6-5,210,1,14,Guard-Forward,Active,Y,1610612754,Pacers,IND,pacers,Indiana,nate_hinton,2020,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
199,1628988,Aaron,Holiday,Aaron Holiday,"Holiday, Aaron",A. Holiday,aaron-holiday,1996-09-30T00:00:00,UCLA,USA,UCLA/USA,6-0,185,3,4,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,aaron_holiday,2018,2021,N,Y,Y,2018,1,23,N
200,201950,Jrue,Holiday,Jrue Holiday,"Holiday, Jrue",J. Holiday,jrue-holiday,1990-06-12T00:00:00,UCLA,USA,UCLA/USA,6-3,205,12,21,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,jrue_holiday,2009,2021,N,Y,Y,2009,1,17,N
201,203200,Justin,Holiday,Justin Holiday,"Holiday, Justin",J. Holiday,justin-holiday,1989-04-05T00:00:00,Washington,USA,Washington/USA,6-6,180,8,9,Forward-Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,justin_holiday,2012,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202,1626158,Richaun,Holmes,Richaun Holmes,"Holmes, Richaun",R. Holmes,richaun-holmes,1993-10-15T00:00:00,Bowling Green,USA,Bowling Green/USA,6-10,235,6,22,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,richaun_holmes,2015,2021,Y,Y,Y,2015,2,37,N
203,203918,Rodney,Hood,Rodney Hood,"Hood, Rodney",R. Hood,rodney-hood,1992-10-20T00:00:00,Duke,USA,Duke/USA,6-8,208,7,22,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,rodney_hood,2014,2021,N,Y,Y,2014,1,23,N
204,201143,Al,Horford,Al Horford,"Horford, Al",A. Horford,al-horford,1986-06-03T00:00:00,Florida,Dominican Republic,Florida/Dominican Republic,6-9,240,14,42,Center-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,al_horford,2007,2021,N,Y,Y,2007,1,3,N
205,1629659,Talen,Horton-Tucker,Talen Horton-Tucker,"Horton-Tucker, Talen",T. Horton-Tucker,talen-horton-tucker,2000-11-25T00:00:00,Iowa State,USA,Iowa State/USA,6-4,234,2,5,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,talen_horton-tucker,2019,2021,Y,Y,Y,2019,2,46,N
206,1627863,Danuel,House Jr.,Danuel House Jr.,"House Jr., Danuel",D. House Jr.,danuel-house-jr,1993-06-07T00:00:00,Texas A&M,USA,Texas A&M/USA,6-6,220,5,25,Forward-Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,danuel_house,2016,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
207,2730,Dwight,Howard,Dwight Howard,"Howard, Dwight",D. Howard,dwight-howard,1985-12-08T00:00:00,SW Atlanta Christian Academy (GA),USA,SW Atlanta Christian Academy (GA)/USA,6-10,265,17,39,Center-Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,dwight_howard,2004,2021,N,Y,Y,2004,1,1,N
208,1630210,Markus,Howard,Markus Howard,"Howard, Markus",M. Howard,markus-howard,1999-03-03T00:00:00,Marquette,USA,Marquette/USA,5-10,175,1,00,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,markus_howard,2020,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
209,1628989,Kevin,Huerter,Kevin Huerter,"Huerter, Kevin",K. Huerter,kevin-huerter,1998-08-27T00:00:00,Maryland,USA,Maryland/USA,6-7,198,3,3,Guard-Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,kevin_huerter,2018,2021,N,Y,Y,2018,1,19,N
210,1630190,Elijah,Hughes,Elijah Hughes,"Hughes, Elijah",E. Hughes,elijah-hughes,1998-03-10T00:00:00,Syracuse,USA,Syracuse/USA,6-5,215,1,19,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,elijah_hughes,2020,2021,Y,Y,Y,2020,2,39,N
211,1630624,Feron,Hunt,Feron Hunt,"Hunt, Feron",F. Hunt,feron-hunt,1999-07-05T00:00:00,Southern Methodist,USA,Southern Methodist/USA,6-8,195,0,11,Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,feron_hunt,2021,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
212,1629631,De'Andre,Hunter,De'Andre Hunter,"Hunter, De'Andre",D. Hunter,deandre-hunter,1997-12-02T00:00:00,Virginia,USA,Virginia/USA,6-8,221,2,12,Forward-Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,deandre_hunter,2019,2021,N,Y,Y,2019,1,4,N
213,1630538,Bones,Hyland,Bones Hyland,"Hyland, Bones",B. Hyland,bones-hyland,2000-09-14T00:00:00,Virginia Commonwealth,USA,Virginia Commonwealth/USA,6-2,169,0,3,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,nahshon_hyland,2021,2021,N,Y,Y,2021,1,26,N
214,201586,Serge,Ibaka,Serge Ibaka,"Ibaka, Serge",S. Ibaka,serge-ibaka,1989-09-18T00:00:00,Ricoh Manresa,Republic of the Congo,Ricoh Manresa/Republic of the Congo,6-10,235,12,25,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,serge_ibaka,2009,2021,Y,Y,Y,2008,1,24,N
215,2738,Andre,Iguodala,Andre Iguodala,"Iguodala, Andre",A. Iguodala,andre-iguodala,1984-01-28T00:00:00,Arizona,USA,Arizona/USA,6-6,215,17,9,Guard-Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,andre_iguodala,2004,2021,N,Y,Y,2004,1,9,N
216,204060,Joe,Ingles,Joe Ingles,"Ingles, Joe",J. Ingles,joe-ingles,1987-10-02T00:00:00,Maccabi Tel Aviv,Australia,Maccabi Tel Aviv/Australia,6-8,220,7,00,Forward-Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,joe_ingles,2014,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,N
217,1627742,Brandon,Ingram,Brandon Ingram,"Ingram, Brandon",B. Ingram,brandon-ingram,1997-09-02T00:00:00,Duke,USA,Duke/USA,6-8,190,5,14,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,brandon_ingram,2016,2021,N,Y,Y,2016,1,2,N
218,202681,Kyrie,Irving,Kyrie Irving,"Irving, Kyrie",K. Irving,kyrie-irving,1992-03-23T00:00:00,Duke,Australia,Duke/Australia,6-2,195,10,11,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,kyrie_irving,2011,2021,N,Y,Y,2011,1,1,N
219,1628371,Jonathan,Isaac,Jonathan Isaac,"Isaac, Jonathan",J. Isaac,jonathan-isaac,1997-10-03T00:00:00,Florida State,USA,Florida State/USA,6-10,230,3,1,Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,jonathan_isaac,2017,2021,Y,Y,Y,2017,1,6,N
220,1628402,Frank,Jackson,Frank Jackson,"Jackson, Frank",F. Jackson,frank-jackson,1998-05-04T00:00:00,Duke,USA,Duke/USA,6-3,205,3,5,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,frank_jackson,2017,2021,Y,Y,Y,2017,2,31,N
221,1630543,Isaiah,Jackson,Isaiah Jackson,"Jackson, Isaiah",I. Jackson,isaiah-jackson,2002-01-10T00:00:00,Kentucky,USA,Kentucky/USA,6-10,205,0,23,Forward,Active,Y,1610612754,Pacers,IND,pacers,Indiana,tmp_isaiah_jackson,2021,2021,Y,Y,Y,2021,1,22,N
222,1628367,Josh,Jackson,Josh Jackson,"Jackson, Josh",J. Jackson,josh-jackson,1997-02-10T00:00:00,Kansas,USA,Kansas/USA,6-8,207,4,55,Guard-Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,josh_jackson,2017,2021,Y,Y,Y,2017,1,4,N
223,202704,Reggie,Jackson,Reggie Jackson,"Jackson, Reggie",R. Jackson,reggie-jackson,1990-04-16T00:00:00,Boston College,USA,Boston College/USA,6-2,208,10,1,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,reggie_jackson,2011,2021,Y,Y,Y,2011,1,24,N
224,1628991,Jaren,Jackson Jr.,Jaren Jackson Jr.,"Jackson Jr., Jaren",J. Jackson Jr.,jaren-jackson-jr,1999-09-15T00:00:00,Michigan State,USA,Michigan State/USA,6-11,242,3,13,Forward-Center,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,jaren_jackson_jr,2018,2021,N,Y,Y,2018,1,4,N
225,2544,LeBron,James,LeBron James,"James, LeBron",L. James,lebron-james,1984-12-30T00:00:00,St. Vincent-St. Mary HS (OH),USA,St. Vincent-St. Mary HS (OH)/USA,6-9,250,18,6,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,lebron_james,2003,2021,N,Y,Y,2003,1,1,Y
226,1629660,Ty,Jerome,Ty Jerome,"Jerome, Ty",T. Jerome,ty-jerome,1997-07-08T00:00:00,Virginia,USA,Virginia/USA,6-5,195,2,16,Guard-Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,ty_jerome,2019,2021,Y,Y,Y,2019,1,24,N
227,1630198,Isaiah,Joe,Isaiah Joe,"Joe, Isaiah",I. Joe,isaiah-joe,1999-07-02T00:00:00,Arkansas,USA,Arkansas/USA,6-4,165,1,7,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,isaiah_joe,2020,2021,Y,Y,Y,2020,2,49,N
228,1629661,Cameron,Johnson,Cameron Johnson,"Johnson, Cameron",C. Johnson,cameron-johnson,1996-03-03T00:00:00,North Carolina,USA,North Carolina/USA,6-8,210,2,23,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,cameron_johnson,2019,2021,N,Y,Y,2019,1,11,N
229,1630525,David,Johnson,David Johnson,"Johnson, David",D. Johnson,david-johnson,2001-02-26T00:00:00,Louisville,USA,Louisville/USA,6-4,203,0,13,Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,david_johnson,2021,2021,Y,Y,Y,2021,2,47,N
230,1630552,Jalen,Johnson,Jalen Johnson,"Johnson, Jalen",J. Johnson,jalen-johnson,2001-12-18T00:00:00,Duke,USA,Duke/USA,6-8,219,0,1,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,jalen_johnson,2021,2021,Y,Y,Y,2021,1,20,N
231,1629640,Keldon,Johnson,Keldon Johnson,"Johnson, Keldon",K. Johnson,keldon-johnson,1999-10-11T00:00:00,Kentucky,USA,Kentucky/USA,6-6,220,2,3,Forward-Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,keldon_johnson,2019,2021,Y,Y,Y,2019,1,29,N
232,1630553,Keon,Johnson,Keon Johnson,"Johnson, Keon",K. Johnson,keon-johnson,2002-03-10T00:00:00,Tennessee,USA,Tennessee/USA,6-4,185,0,6,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,keon_johnson,2021,2021,Y,Y,Y,2021,1,21,N
233,1626169,Stanley,Johnson,Stanley Johnson,"Johnson, Stanley",S. Johnson,stanley-johnson,1996-05-29T00:00:00,Arizona,USA,Arizona/USA,6-6,242,6,14,Forward-Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,stanley_johnson,2015,2021,Y,Y,Y,2015,1,8,N
234,203999,Nikola,Jokic,Nikola Jokic,"Jokic, Nikola",N. Jokic,nikola-jokic,1995-02-19T00:00:00,Mega Basket,Serbia,Mega Basket/Serbia,6-11,284,6,15,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,nikola_jokic,2015,2021,N,Y,Y,2014,2,41,N
235,1627745,Damian,Jones,Damian Jones,"Jones, Damian",D. Jones,damian-jones,1995-06-30T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-11,245,5,30,Center,Active,Y,1610612758,Kings,SAC,kings,Sacramento,damian_jones,2016,2021,Y,Y,Y,2016,1,30,N
236,1630529,Herbert,Jones,Herbert Jones,"Jones, Herbert",H. Jones,herbert-jones,1998-10-06T00:00:00,Alabama,USA,Alabama/USA,6-7,206,0,5,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,herbert_jones,2021,2021,N,Y,Y,2021,2,35,N
237,1630539,Kai,Jones,Kai Jones,"Jones, Kai",K. Jones,kai-jones,2001-01-19T00:00:00,Texas-Austin,Bahamas,Texas-Austin/Bahamas,6-10,221,0,23,Center-Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,kai_jones,2021,2021,Y,Y,Y,2021,1,19,N
238,1630222,Mason,Jones,Mason Jones,"Jones, Mason",M. Jones,mason-jones,1998-07-21T00:00:00,Arkansas,USA,Arkansas/USA,6-4,200,1,40,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,mason_jones,2020,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
239,1630200,Tre,Jones,Tre Jones,"Jones, Tre",T. Jones,tre-jones,2000-01-08T00:00:00,Duke,USA,Duke/USA,6-1,185,1,33,Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,tre_jones,2020,2021,Y,Y,Y,2020,2,41,N
240,1626145,Tyus,Jones,Tyus Jones,"Jones, Tyus",T. Jones,tyus-jones,1996-05-10T00:00:00,Duke,USA,Duke/USA,6-0,196,6,21,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,tyus_jones,2015,2021,Y,Y,Y,2015,1,24,N
241,1627884,Derrick,Jones Jr.,Derrick Jones Jr.,"Jones Jr., Derrick",D. Jones Jr.,derrick-jones-jr,1997-02-15T00:00:00,UNLV,USA,UNLV/USA,6-6,210,5,5,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,derrick_jones_jr,2016,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
242,201599,DeAndre,Jordan,DeAndre Jordan,"Jordan, DeAndre",D. Jordan,deandre-jordan,1988-07-21T00:00:00,Texas A&M,USA,Texas A&M/USA,6-11,265,13,9,Center,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,deandre_jordan,2008,2021,N,Y,Y,2008,2,35,N
243,202709,Cory,Joseph,Cory Joseph,"Joseph, Cory",C. Joseph,cory-joseph,1991-08-20T00:00:00,Texas-Austin,Canada,Texas-Austin/Canada,6-3,200,10,18,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,cory_joseph,2011,2021,Y,Y,Y,2011,1,29,N
244,1628379,Luke,Kennard,Luke Kennard,"Kennard, Luke",L. Kennard,luke-kennard,1996-06-24T00:00:00,Duke,USA,Duke/USA,6-5,206,4,5,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,luke_kennard,2017,2021,Y,Y,Y,2017,1,12,N
245,1630296,Braxton,Key,Braxton Key,"Key, Braxton",B. Key,braxton-key,1997-02-14T00:00:00,Virginia,USA,Virginia/USA,6-8,225,0,17,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,braxton_key,2021,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
246,1630557,Corey,Kispert,Corey Kispert,"Kispert, Corey",C. Kispert,corey-kispert,1999-03-03T00:00:00,Gonzaga,USA,Gonzaga/USA,6-6,224,0,24,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,corey_kispert,2021,2021,N,Y,Y,2021,1,15,N
247,1628467,Maxi,Kleber,Maxi Kleber,"Kleber, Maxi",M. Kleber,maxi-kleber,1992-01-29T00:00:00,Bayern Munich,Germany,Bayern Munich/Germany,6-10,240,4,42,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,maxi_kleber,2017,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,N
248,1630233,Nathan,Knight,Nathan Knight,"Knight, Nathan",N. Knight,nathan-knight,1997-09-20T00:00:00,William & Mary,USA,William & Mary/USA,6-10,253,1,13,Forward-Center,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,nathan_knight,2020,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
249,1628995,Kevin,Knox II,Kevin Knox II,"Knox II, Kevin",K. Knox II,kevin-knox-ii,1999-08-11T00:00:00,Kentucky,USA,Kentucky/USA,6-7,215,3,5,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,kevin_knox,2018,2021,N,Y,Y,2018,1,9,N
250,1629723,John,Konchar,John Konchar,"Konchar, John",J. Konchar,john-konchar,1996-03-22T00:00:00,Indiana-Purdue Fort Wayne,USA,Indiana-Purdue Fort Wayne/USA,6-5,210,2,46,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,john_konchar,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
